t_sec,heartbeat
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,-0.004627530928701162
1.1,0.062402527779340744
1.2,0.10569095611572266
1.3,-0.414089560508728
1.4,-0.24453890323638916
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,-0.014852805063128471
2.1,-0.07367351651191711
2.2,0.085659459233284
2.3,0.30304044485092163
2.4,-0.013672500848770142
2.5,-0.5962194800376892
2.6,-0.21985071897506714
2.7,0.4998864233493805
2.8,0.007393435575067997
2.9,0.15320821106433868
3.0,-0.014568997547030449
3.1,-0.07207529246807098
3.2,0.08300888538360596
3.3,0.2984309196472168
3.4,-0.009823143482208252
3.5,-0.5901799201965332
3.6,-0.21950572729110718
3.7,0.4966626763343811
3.8,0.003256905823945999
3.9,0.15109848976135254
4.0,0.7051112651824951
4.1,-0.4338036775588989
4.2,-1.2636553049087524
4.3,0.019338130950927734
4.4,0.9934337139129639
4.5,0.11760327219963074
4.6,-0.3735191226005554
4.7,-0.0014504194259643555
4.8,-0.16023024916648865
4.9,0.15841591358184814
5.0,0.7435568571090698
5.1,-0.2767947316169739
5.2,-1.1029741764068604
5.3,0.045790672302246094
5.4,0.9235941171646118
5.5,0.4637988209724426
5.6,-0.42252975702285767
5.7,-0.3554931879043579
5.8,-0.012552022933959961
5.9,-0.501444935798645
6.0,0.7259686589241028
6.1,-0.30933213233947754
6.2,-1.1359894275665283
6.3,0.07622122764587402
6.4,0.9618542194366455
6.5,0.4592326283454895
6.6,-0.4639906883239746
6.7,-0.3573615550994873
6.8,0.03546292334794998
6.9,-0.49487370252609253
7.0,-0.1737920641899109
7.1,0.7229856848716736
7.2,0.6750714182853699
7.3,0.2758129835128784
7.4,-0.04387390613555908
7.5,0.4597315192222595
7.6,-0.4593181014060974
7.7,-0.3571685254573822
7.8,0.03011060506105423
7.9,-0.49567773938179016
8.0,-0.16986465454101562
8.1,0.7272217273712158
8.2,0.6722813248634338
8.3,0.2705591917037964
8.4,-0.04357552528381348
8.5,-1.2272603511810303
8.6,-1.4373970031738281
8.7,0.7016996145248413
8.8,1.6319688558578491
8.9,0.4038381576538086
9.0,-0.16417372226715088
9.1,0.7345634698867798
9.2,0.6680352687835693
9.3,0.2616177797317505
9.4,-0.0430142879486084
9.5,-1.2198517322540283
9.6,-1.4330371618270874
9.7,0.6945334672927856
9.8,1.624948263168335
9.9,0.4091681241989136
10.0,-0.39777106046676636
10.1,-0.43872806429862976
10.2,-0.21478930115699768
10.3,0.016343548893928528
10.4,-0.3676813542842865
10.5,-1.218322515487671
10.6,-1.432197093963623
10.7,0.6930713653564453
10.8,1.6235120296478271
10.9,0.4105188846588135
11.0,-0.39537662267684937
11.1,-0.44023972749710083
11.2,-0.21766437590122223
11.3,0.017753787338733673
11.4,-0.3660023808479309
11.5,-0.3263106346130371
11.6,0.7091594934463501
11.7,0.3955240249633789
11.8,-0.11778295040130615
11.9,0.22522807121276855
12.0,-0.40287870168685913
12.1,-0.4444776475429535
12.2,-0.2092875838279724
12.3,0.022947214543819427
12.4,-0.37063342332839966
12.5,-0.3323643207550049
12.6,0.7116656303405762
12.7,0.3994663953781128
12.8,-0.11753207445144653
12.9,0.22188621759414673
13.0,-0.021756470203399658
13.1,-0.3601544499397278
13.2,-0.649151086807251
13.3,-0.249886155128479
13.4,0.8607409000396729
13.5,-0.33201533555984497
13.6,0.7123056650161743
13.7,0.39977484941482544
13.8,-0.11777642369270325
13.9,0.2217046618461609
14.0,-0.021788954734802246
14.1,-0.3587079346179962
14.2,-0.6495628952980042
14.3,-0.25213491916656494
14.4,0.8607573509216309
14.5,0.3645508289337158
14.6,-0.6740309596061707
14.7,0.38112568855285645
14.8,1.070786714553833
14.9,-0.6597455739974976
15.0,-0.01868826150894165
15.1,-0.3645106554031372
15.2,-0.6544326543807983
15.3,-0.24701333045959473
15.4,0.8700869679450989
15.5,0.35853785276412964
15.6,-0.6834389567375183
15.7,0.3859223425388336
15.8,1.0773842334747314
15.9,-0.6592440605163574
16.0,-1.4301986694335938
16.1,-0.15344977378845215
16.2,0.8107869625091553
16.3,0.9121108651161194
16.4,-0.1931997537612915
16.5,0.3637309670448303
16.6,-0.6762202978134155
16.7,0.3789744973182678
16.8,1.0763911008834839
16.9,-0.656183123588562
17.0,-1.4354400634765625
17.1,-0.1475234031677246
17.2,0.8232731819152832
17.3,0.8992893695831299
17.4,-0.20769047737121582
17.5,-0.8267566561698914
17.6,0.33854547142982483
17.7,0.9389982223510742
17.8,-0.7189712524414062
17.9,-1.1544986963272095
18.0,-1.5655430555343628
18.1,-0.21271371841430664
18.2,1.424061894416809
18.3,1.1412652730941772
18.4,-0.952656626701355
18.5,-1.2725567817687988
18.6,0.7197929620742798
18.7,1.3215181827545166
18.8,-0.6769548654556274
18.9,-1.1645607948303223
19.0,0.3742389678955078
19.1,0.4471891224384308
19.2,-0.06968767940998077
19.3,0.255426287651062
19.4,0.5314534902572632
19.5,0.13371561467647552
19.6,0.4472883343696594
19.7,-0.06812912225723267
19.8,-1.0337293148040771
19.9,-0.6270850300788879
20.0,0.7438404560089111
20.1,0.6257095336914062
20.2,0.08048167824745178
20.3,0.14283227920532227
20.4,0.2532154321670532
20.5,-0.7317455410957336
20.6,-1.0694811344146729
20.7,0.6182680130004883
20.8,0.8671437501907349
20.9,-0.6517494320869446
21.0,-0.6241795420646667
21.1,-0.3369625210762024
21.2,0.6214010119438171
21.3,0.8895143866539001
21.4,-0.3329036831855774
21.5,-0.8454599380493164
21.6,0.1275322437286377
21.7,0.8376399874687195
21.8,-0.12033122777938843
21.9,-0.9483455419540405
22.0,-0.373898983001709
22.1,0.41779905557632446
22.2,0.8242830634117126
22.3,0.7985467910766602
22.4,-0.3572065830230713
22.5,-0.2977890968322754
22.6,-0.6751652956008911
22.7,0.709526777267456
22.8,0.784684419631958
22.9,-0.8966445922851562
23.0,-0.4027947187423706
23.1,0.9358260631561279
23.2,0.11779546737670898
23.3,-0.5605719089508057
23.4,0.42923372983932495
23.5,-0.15734729170799255
23.6,-1.122126817703247
23.7,0.07979881763458252
23.8,0.9994064569473267
23.9,0.215878427028656
24.0,-0.4075832962989807
24.1,0.9395287036895752
24.2,0.12772095203399658
24.3,-0.5603989362716675
24.4,0.4163346290588379
24.5,-0.16662871837615967
24.6,-1.2840088605880737
24.7,0.18283212184906006
24.8,1.6104916334152222
24.9,0.06608641147613525
25.0,-0.8202590942382812
25.1,0.32730942964553833
25.2,0.04991883039474487
25.3,-0.8893160820007324
25.4,-0.1681375503540039
25.5,-0.16686037182807922
25.6,-1.2839356660842896
25.7,0.183349609375
25.8,1.6105494499206543
25.9,0.06576800346374512
26.0,-0.8203704357147217
26.1,0.32785212993621826
26.2,0.049638986587524414
26.3,-0.8901630640029907
26.4,-0.16767513751983643
26.5,0.746118426322937
26.6,0.653923511505127
26.7,-0.17981386184692383
26.8,-0.6032246947288513
26.9,-0.020591318607330322
