sample,t_sec,ecg
sample_0,18.8,-0.1597059134626322
sample_0,18.9,0.2659739257279815
sample_0,19.0,0.3282288810181547
sample_0,19.1,-0.1514220100246016
sample_0,19.200000000000003,-0.3804668630384784
sample_0,19.3,0.2007831241577114
sample_0,19.4,0.4196092158536939
sample_0,19.5,-0.0504734282932181
sample_0,19.6,0.2545519836309621
sample_0,19.700000000000003,-0.1108640410032451
sample_0,19.8,-0.1634961243001437
sample_0,19.9,0.2644090844839061
sample_0,20.0,0.3270809857435099
sample_0,20.1,-0.1576388933065777
sample_0,20.200000000000003,-0.377601532058099
sample_0,20.3,0.2103211944946743
sample_0,20.4,0.4153841741456193
sample_0,20.5,-0.4158850591988879
sample_0,20.6,-0.5675100433086857
sample_0,20.700000000000003,0.1535093275891757
sample_0,20.8,0.7154079056707995
sample_0,20.9,0.3747709196197823
sample_0,21.0,0.3333126675344864
sample_0,21.1,-0.1643752878161745
sample_0,21.200000000000003,-0.3769645222863389
sample_0,21.3,0.2199020834683349
sample_0,21.4,0.4086671066505092
sample_0,21.5,-0.4263622418387975
sample_0,21.6,-0.5565149398091537
sample_0,21.700000000000003,0.1666850682127703
sample_0,21.8,0.6990535315711769
sample_0,21.9,0.362923702337884
sample_0,22.0,-0.5185087027632401
sample_0,22.1,-0.5319097904455651
sample_0,22.200000000000003,0.1596211118063205
sample_0,22.3,0.3570188007374563
sample_0,22.4,-0.2943305375562438
sample_0,22.5,-0.368006518460183
sample_0,22.6,-0.387013114228424
sample_0,22.700000000000003,0.3374122319030408
sample_0,22.8,0.0965663496676885
sample_0,22.9,0.1964021185642524
sample_0,23.0,0.6505509735585956
sample_0,23.1,-0.2404032612571368
sample_0,23.200000000000003,-0.95483085331168
sample_0,23.3,-0.1906251741992065
sample_0,23.4,0.1116107322561025
sample_0,23.5,0.1763055546540475
sample_0,23.6,0.734278511497498
sample_0,23.700000000000003,0.2968547480787006
sample_0,23.8,-0.3204814167925393
sample_0,23.9,-0.3555698137587426
sample_0,24.0,0.6618319120115697
sample_0,24.1,-0.055250570295182
sample_0,24.200000000000003,-1.0
sample_0,24.3,-0.7511633676683901
sample_0,24.4,0.2032925900819476
sample_0,24.5,0.9154104286952848
sample_0,24.6,0.8702974031285288
sample_0,24.700000000000003,-0.1614063942281825
sample_0,24.8,-0.5777118496863956
sample_0,24.9,-0.3620140118429044
sample_0,25.0,-0.385654724314829
sample_0,25.1,-0.0830442188074655
sample_0,25.200000000000003,0.471911513434081
sample_0,25.3,0.4412537469339592
sample_0,25.4,0.0415628929085005
sample_0,25.5,0.9151335429312564
sample_0,25.6,0.8707886920630286
sample_0,25.700000000000003,-0.1607549363674895
sample_0,25.8,-0.5763006811195717
sample_0,25.9,-0.3617632188962026
sample_0,26.0,-0.3871135230554301
sample_0,26.1,-0.0837767045698981
sample_0,26.200000000000003,0.4722734704083192
sample_0,26.3,0.4412572511346332
sample_0,26.4,0.0415433232955055
sample_0,26.5,-0.0756849391503639
sample_0,26.6,-0.0534194097998799
sample_0,26.700000000000003,-0.1775625788242986
sample_0,26.8,-0.3326709136141215
sample_0,26.9,-0.008882663511664
sample_1,0.0,0.0
sample_1,0.1,0.0
sample_1,0.2,0.0
sample_1,0.3,0.0
sample_1,0.4,0.0
sample_1,0.5,0.0
sample_1,0.6000000000000001,0.0
sample_1,0.7000000000000001,0.0
sample_1,0.8,0.0
sample_1,0.9,0.0
sample_1,1.0,0.0045082751958927
sample_1,1.1,0.0672070393033224
sample_1,1.2000000000000002,-0.0028823796503785
sample_1,1.3,-0.3091568065094714
sample_1,1.4,-0.0483270003868421
sample_1,1.5,0.0
sample_1,1.6,0.0
sample_1,1.7000000000000002,0.0
sample_1,1.8,0.0
sample_1,1.9,0.0
sample_1,2.0,0.0049682969520356
sample_1,2.1,0.0897784064818457
sample_1,2.2,-0.0749053089865353
sample_1,2.3000000000000003,-0.2928482616976572
sample_1,2.4000000000000004,0.1997525351313064
sample_1,2.5,0.1414385798742619
sample_1,2.6,-0.0786003756602728
sample_1,2.7,0.3865591946531103
sample_1,2.8000000000000003,0.1695697810128356
sample_1,2.9000000000000004,-0.7711226170259036
sample_1,3.0,0.0054726669818751
sample_1,3.1,0.093225774475574
sample_1,3.2,-0.0800133154259559
sample_1,3.3000000000000003,-0.3039929679833686
sample_1,3.4000000000000004,0.2087014448408788
sample_1,3.5,0.1574668080428626
sample_1,3.6,-0.0817904612794073
sample_1,3.7,0.3750301642290681
sample_1,3.8,0.1676458479015768
sample_1,3.9,-0.7730599621708707
sample_1,4.0,-0.5484165167191021
sample_1,4.1000000000000005,0.3033988046126707
sample_1,4.2,0.4959530601430534
sample_1,4.3,0.3513809975428743
sample_1,4.4,0.2363767653011263
sample_1,4.5,0.1659989426589824
sample_1,4.6000000000000005,-0.0834782578086813
sample_1,4.7,0.3685677222399679
sample_1,4.800000000000001,0.1681334601155922
sample_1,4.9,-0.7741923797449308
sample_1,5.0,-0.5508675787260685
sample_1,5.1000000000000005,0.3081076617347381
sample_1,5.2,0.502832251532055
sample_1,5.300000000000001,0.3490069134151991
sample_1,5.4,0.2288926449434885
sample_1,5.5,-0.1392913184162741
sample_1,5.6000000000000005,-0.6565666858648881
sample_1,5.7,-0.3157304758815663
sample_1,5.800000000000001,0.3119735648301738
sample_1,5.9,0.0794865205464134
sample_1,6.0,-0.5447005611882672
sample_1,6.1000000000000005,0.3220560226300576
sample_1,6.2,0.5076970685096959
sample_1,6.300000000000001,0.3323626309703077
sample_1,6.4,0.218690249646765
sample_1,6.5,-0.1304614726228018
sample_1,6.6000000000000005,-0.6437074746034663
sample_1,6.7,-0.3136580340445719
sample_1,6.800000000000001,0.3035874980524288
sample_1,6.9,0.0646098259539399
sample_1,7.0,-0.1667798210659987
sample_1,7.1000000000000005,0.4944843139842393
sample_1,7.2,0.6507065521022053
sample_1,7.300000000000001,-0.464848704037834
sample_1,7.4,-0.9262208650545916
sample_1,7.5,-0.1235059199997369
sample_1,7.6,-0.6343761420783492
sample_1,7.7,-0.3106495761386251
sample_1,7.800000000000001,0.2995085440307303
sample_1,7.9,0.0548826971198967
sample_1,8.0,-0.1681335628897968
sample_1,8.1,0.5065711257105294
sample_1,8.200000000000001,0.6505611779897119
sample_1,8.3,-0.4733331257294399
sample_1,8.4,-0.9262932180946732
sample_1,8.5,-0.0867530422192321
sample_1,8.6,0.5335879975350635
sample_1,8.700000000000001,0.2524051219374829
sample_1,8.8,-0.0359420535396052
sample_1,8.9,0.0402457490533468
sample_1,9.0,-0.1768901306753457
sample_1,9.1,0.5151785681251149
sample_1,9.2,0.6551881240706643
sample_1,9.3,-0.4781463500563408
sample_1,9.4,-0.9288571261783576
sample_1,9.5,-0.0876507748969483
sample_1,9.6,0.535016250657241
sample_1,9.7,0.2594324366489525
sample_1,9.8,-0.0366078376841765
sample_1,9.9,0.0335867642446075
sample_1,10.0,0.1005437474846013
sample_1,10.1,-0.1419810735135664
sample_1,10.2,-0.3110156321620774
sample_1,10.3,-0.1846013563317337
sample_1,10.4,0.1804964775169094
sample_1,10.5,-0.0886798530082215
sample_1,10.6,0.534111529333608
sample_1,10.7,0.2602909866611415
sample_1,10.8,-0.03391501220752
sample_1,10.9,0.0336457694848586
sample_1,11.0,0.0963840643251414
sample_1,11.1,-0.1430763382126414
sample_1,11.2,-0.3069849563230185
sample_1,11.3,-0.1824610578261118
sample_1,11.4,0.1778340346645059
sample_1,11.5,0.4744731485946449
sample_1,11.6,-0.0471166028849952
sample_1,11.7,-0.2121244810416535
sample_1,11.8,0.1471446807977087
sample_1,11.9,-0.1342713637766971
sample_1,12.0,0.1072577036460588
sample_1,12.1,-0.141900036053191
sample_1,12.2,-0.3174113736923524
sample_1,12.3,-0.185181285475086
sample_1,12.4,0.1831799633877173
sample_1,12.5,0.4770894715227067
sample_1,12.6,-0.0517516424345646
sample_1,12.7,-0.21164087702162
sample_1,12.8,0.1555430933267886
sample_1,12.9,-0.1350574451278244
sample_1,13.0,-0.3657705167117023
sample_1,13.1,-0.0079797489596167
sample_1,13.2,0.2253142269920415
sample_1,13.3,0.3074692283753824
sample_1,13.4,0.2616152065946507
sample_1,13.5,0.5064716402804174
sample_1,13.6,0.1086631152012504
sample_1,13.7,-0.5005670566742185
sample_1,13.8,-0.2738225724630085
sample_1,13.9,0.2910257410328479
sample_1,14.0,0.2480101372364509
sample_1,14.1,-0.1329730172492114
sample_1,14.2,-0.1954727346201486
sample_1,14.3,0.1451181790301979
sample_1,14.4,0.2484326162982622
sample_1,14.5,-0.1515708831634064
sample_1,14.6,-0.2056483443897822
sample_1,14.7,0.0155063536041063
sample_1,14.8,0.0459374230478142
sample_1,14.9,-0.0378187233634955
sample_1,15.0,0.5235414593197087
sample_1,15.1,0.3109278372977455
sample_1,15.2,-0.6053766016845925
sample_1,15.3,-0.4936223467297453
sample_1,15.4,0.366232538148757
sample_1,15.5,0.2941771835510297
sample_1,15.6,-0.0442497421395205
sample_1,15.7,0.0109430889897172
sample_1,15.8,0.0064292073806678
sample_1,15.9,-0.181150738103783
sample_1,16.0,-0.1355250163719308
sample_1,16.1,0.2265796086933822
sample_1,16.2,0.1444750437509789
sample_1,16.3,-0.1572486440999179
sample_1,16.400000000000002,-0.1319413697828216
sample_1,16.5,0.2825773160064246
sample_1,16.6,-0.0420451455221073
sample_1,16.7,0.0135347332618847
sample_1,16.8,0.0067724089903585
sample_1,16.900000000000002,-0.1782862925521178
sample_1,17.0,-0.1328356723714572
sample_1,17.1,0.2247562401413844
sample_1,17.2,0.1415994086577812
sample_1,17.3,-0.1570676330319582
sample_1,17.400000000000002,-0.1324206058991571
sample_1,17.5,0.0443938701147823
sample_1,17.6,0.1167694049003563
sample_1,17.7,0.0447507920807953
sample_1,17.8,0.0836986442438017
sample_1,17.900000000000002,-0.0579782690110696
sample_1,18.0,-0.1297338697941268
sample_1,18.1,0.2227796352502367
sample_1,18.2,0.138399341094019
sample_1,18.3,-0.1563189357977765
sample_1,18.4,-0.1315306069803417
sample_1,18.5,0.0445519625351025
sample_1,18.6,0.1171251321162401
sample_1,18.7,0.0439609530478101
sample_1,18.8,0.0810977759867659
sample_1,18.9,-0.0574106213851742
sample_1,19.0,-0.3934622810446956
sample_1,19.1,-0.0983709980238576
sample_1,19.200000000000003,0.5384717763534643
sample_1,19.3,0.5222899778295486
sample_1,19.4,-0.5556798780851274
sample_1,19.5,0.04519120524132
sample_1,19.6,0.1182872642822229
sample_1,19.700000000000003,0.0430515940381917
sample_1,19.8,0.0769608316200873
sample_1,19.9,-0.056965763240298
sample_1,20.0,-0.3858791120473156
sample_1,20.1,-0.0943352605552191
sample_1,20.200000000000003,0.5319063546112935
sample_1,20.3,0.506497693541299
sample_1,20.4,-0.5484602471431854
sample_1,20.5,-0.8496536714851325
sample_1,20.6,0.2673212561309951
sample_1,20.700000000000003,0.9831442082419156
sample_1,20.8,0.17682055253879
sample_1,20.9,-0.6888499134846745
sample_1,21.0,-0.3824503590314065
sample_1,21.1,-0.0926774612469306
sample_1,21.200000000000003,0.5284340253326082
sample_1,21.3,0.4996662921574649
sample_1,21.4,-0.5442361759445052
sample_1,21.5,-0.8441019631106381
sample_1,21.6,0.2675122106032558
sample_1,21.700000000000003,0.9846646498256744
sample_1,21.8,0.1700666429052705
sample_1,21.9,-0.6957034113225108
sample_1,22.0,-0.4553442997520675
sample_1,22.1,0.2295259395926112
sample_1,22.200000000000003,0.4771735408221196
sample_1,22.3,-0.2890151435735084
sample_1,22.4,-0.4346327795448089
sample_1,22.5,-0.8270649290426336
sample_1,22.6,0.2751500811710668
sample_1,22.700000000000003,1.0
sample_1,22.8,0.154881754166569
sample_1,22.9,-0.7193236984571948
sample_1,23.0,-0.4380069080709405
sample_1,23.1,0.2528222824342029
sample_1,23.200000000000003,0.4599657474130705
sample_1,23.3,-0.3137086503403676
sample_1,23.4,-0.4268481987998439
sample_1,23.5,0.6185850910805557
sample_1,23.6,0.5210743645368151
sample_1,23.700000000000003,-0.3931058857964816
sample_1,23.8,-0.433407916573656
sample_1,23.9,-0.0269575711084444
sample_1,24.0,-0.4557441941824044
sample_1,24.1,0.2679608200066022
sample_1,24.200000000000003,0.4849299100479051
sample_1,24.3,-0.3195199663558363
sample_1,24.4,-0.4467352643373098
sample_1,24.5,0.6259052351946564
sample_1,24.6,0.535346823886534
sample_1,24.700000000000003,-0.4055586764655704
sample_1,24.8,-0.4493731698483505
sample_1,24.9,-0.0219576574387763
sample_1,25.0,-0.0457710573040188
sample_1,25.1,-0.0505301967057167
sample_1,25.200000000000003,0.3497961165327929
sample_1,25.3,0.3879909164046952
sample_1,25.4,-0.0404309610169219
sample_1,25.5,0.6311010364984089
sample_1,25.6,0.5548951970325388
sample_1,25.700000000000003,-0.4154238695968003
sample_1,25.8,-0.4702069913591559
sample_1,25.9,-0.022356113030248
sample_1,26.0,-0.0289469713880725
sample_1,26.1,-0.0360328160090967
sample_1,26.200000000000003,0.3439049963474048
sample_1,26.3,0.3732307163732052
sample_1,26.4,-0.0401426279857448
sample_1,26.5,-0.3324609858841685
sample_1,26.6,-0.2952358606332453
sample_1,26.700000000000003,-0.1138519792461882
sample_1,26.8,0.2903720457040999
sample_1,26.9,0.2137394492001494
sample_2,0.0,0.0
sample_2,0.1,0.0
sample_2,0.2,0.0
sample_2,0.3,0.0
sample_2,0.4,0.0
sample_2,0.5,0.0
sample_2,0.6000000000000001,0.0
sample_2,0.7000000000000001,0.0
sample_2,0.8,0.0
sample_2,0.9,0.0
sample_2,1.0,-0.0056551228668103
sample_2,1.1,0.0348175795172059
sample_2,1.2000000000000002,0.1030863483688767
sample_2,1.3,-0.3489849551820411
sample_2,1.4,0.0138836985054304
sample_2,1.5,0.0
sample_2,1.6,0.0
sample_2,1.7000000000000002,0.0
sample_2,1.8,0.0
sample_2,1.9,0.0
sample_2,2.0,-0.0078035129862959
sample_2,2.1,0.01341701640166
sample_2,2.2,0.1426597495689494
sample_2,2.3000000000000003,-0.3592016586427058
sample_2,2.4000000000000004,-0.2069361975555105
sample_2,2.5,0.830267360057456
sample_2,2.6,0.4188983190113529
sample_2,2.7,-0.8693757135267721
sample_2,2.8000000000000003,-1.0
sample_2,2.9000000000000004,0.3830437780465474
sample_2,3.0,-0.0046962387330155
sample_2,3.1,0.0300044392994677
sample_2,3.2,0.1113691932071816
sample_2,3.3000000000000003,-0.3781763625155095
sample_2,3.4000000000000004,-0.0225110577629539
sample_2,3.5,0.6449731196586027
sample_2,3.6,0.0395873130701149
sample_2,3.7,-0.5469051306107224
sample_2,3.8,-0.4948096551856061
sample_2,3.9,0.2651199855316551
sample_2,4.0,0.8379634065648376
sample_2,4.1000000000000005,0.1272280511991597
sample_2,4.2,-0.7094540721347852
sample_2,4.3,-0.3318151860234397
sample_2,4.4,0.3553127257961719
sample_2,4.5,0.2230985734246763
sample_2,4.6000000000000005,0.8086516180809097
sample_2,4.7,0.3668194074065057
sample_2,4.800000000000001,-0.5374556667828887
sample_2,4.9,-0.716880141414159
sample_2,5.0,0.0196912956037621
sample_2,5.1000000000000005,0.4709976202007309
sample_2,5.2,0.1688139782992217
sample_2,5.300000000000001,-0.1869542308170528
sample_2,5.4,-0.0404842700224415
sample_2,5.5,0.0684245220185775
sample_2,5.6000000000000005,0.1013379088894241
sample_2,5.7,-0.0192007282863967
sample_2,5.800000000000001,-0.2623641745000639
sample_2,5.9,-0.0784310149491738
sample_2,6.0,0.8569627605323725
sample_2,6.1000000000000005,0.0664069204597525
sample_2,6.2,-0.7698119376017849
sample_2,6.300000000000001,-0.2622048401134861
sample_2,6.4,0.4084501133382662
sample_2,6.5,0.1543621103263464
sample_2,6.6000000000000005,-0.0263982951003263
sample_2,6.7,-0.0078785311152015
sample_2,6.800000000000001,-0.2273251299672984
sample_2,6.9,-0.0679520944755094
sample_2,7.0,0.2730649675636055
sample_2,7.1000000000000005,0.1475202526395599
sample_2,7.2,-0.3153191861208228
sample_2,7.300000000000001,-0.1685415012820657
sample_2,7.4,0.3110770439362941
sample_2,7.5,0.1621649086990053
sample_2,7.6,-0.0114564032425091
sample_2,7.7,-0.0090100226328735
sample_2,7.800000000000001,-0.2414220278811265
sample_2,7.9,-0.0698200673508408
sample_2,8.0,0.2837338502752377
sample_2,8.1,0.1554426278826916
sample_2,8.200000000000001,-0.3256335335193466
sample_2,8.3,-0.1776583627294045
sample_2,8.4,0.3154414149415223
sample_2,8.5,0.2113696714277143
sample_2,8.6,-0.034527478986555
sample_2,8.700000000000001,0.0142253653387496
sample_2,8.8,-0.2774044058892423
sample_2,8.9,-0.5918407751693987
sample_2,9.0,0.2859099928093022
sample_2,9.1,0.156227779048202
sample_2,9.2,-0.3276887297332312
sample_2,9.3,-0.1789744256354029
sample_2,9.4,0.3164945652410188
sample_2,9.5,0.2129845352174642
sample_2,9.6,-0.0355158956157611
sample_2,9.7,0.0129711233052516
sample_2,9.8,-0.2752151775024193
sample_2,9.9,-0.5912643890037101
sample_2,10.0,0.114871180430868
sample_2,10.1,0.7957469674297037
sample_2,10.2,0.1925513239318075
sample_2,10.3,-0.2746988297508819
sample_2,10.4,-0.1279606415806666
sample_2,10.5,0.2129605155043444
sample_2,10.6,0.428199056253516
sample_2,10.7,0.1639064357180307
sample_2,10.8,-0.2117866145203404
sample_2,10.9,-0.4227605584572432
sample_2,11.0,-0.1636369801851496
sample_2,11.1,0.2025134836452925
sample_2,11.2,0.2059300650292975
sample_2,11.3,0.2454602524830514
sample_2,11.4,0.0668445357217695
sample_2,11.5,-0.1906573749866315
sample_2,11.6,-0.110399242411727
sample_2,11.7,-0.2567294323870073
sample_2,11.8,-0.2142248001690292
sample_2,11.9,0.1972189737039571
sample_2,12.0,-0.2350301322410196
sample_2,12.1,0.597459040411374
sample_2,12.2,0.3717455136392843
sample_2,12.3,-0.3036590391940854
sample_2,12.4,-0.2831256407068273
sample_2,12.5,0.0944919645908127
sample_2,12.6,0.1946171062093023
sample_2,12.7,-0.2069316761977468
sample_2,12.8,-0.1959530152674078
sample_2,12.9,0.1479142194093194
sample_2,13.0,0.2019890061446991
sample_2,13.1,0.1985335802110604
sample_2,13.2,-0.1242196310398166
sample_2,13.3,-0.3476846083417311
sample_2,13.4,0.0328876173053229
sample_2,13.5,0.0915920352805024
sample_2,13.6,0.1785316042907685
sample_2,13.7,-0.2075444940731086
sample_2,13.8,-0.1854268813847875
sample_2,13.9,0.1385183814930392
sample_2,14.0,0.196028552374278
sample_2,14.1,0.2102593520372629
sample_2,14.2,-0.1191809473461803
sample_2,14.3,-0.3546917346971603
sample_2,14.4,0.0342492850603036
sample_2,14.5,0.4134245633194418
sample_2,14.6,0.009399902790808
sample_2,14.7,-0.500563691584275
sample_2,14.8,-0.1182753280810227
sample_2,14.9,0.163045073589445
sample_2,15.0,0.195556983454439
sample_2,15.1,0.2046365654375239
sample_2,15.2,-0.1170372803337457
sample_2,15.3,-0.349240868378928
sample_2,15.4,0.0313826790262038
sample_2,15.5,0.4109845082632161
sample_2,15.6,0.0130235536654734
sample_2,15.7,-0.5016143420946233
sample_2,15.8,-0.1223571577006113
sample_2,15.9,0.1640939633787411
sample_2,16.0,-0.0323271428409951
sample_2,16.1,0.3915338445365912
sample_2,16.2,0.5318260546719102
sample_2,16.3,-0.2874188872764645
sample_2,16.400000000000002,-0.577908559017196
sample_2,16.5,0.3689431847922392
sample_2,16.6,0.0145590328467946
sample_2,16.7,-0.472893329866959
sample_2,16.8,-0.0915549731892179
sample_2,16.900000000000002,0.1951119557741651
sample_2,17.0,-0.0126528892780348
sample_2,17.1,0.3700941311906734
sample_2,17.2,0.4915260625842864
sample_2,17.3,-0.3053457230129284
sample_2,17.400000000000002,-0.5713797184063605
sample_2,17.5,-0.1520598479954299
sample_2,17.6,-0.0358727133450482
sample_2,17.7,0.0695496988514881
sample_2,17.8,0.2851494265266321
sample_2,17.900000000000002,0.3050319668688815
sample_2,18.0,-0.005995124759042
sample_2,18.1,0.3753789462975732
sample_2,18.2,0.5141840644745617
sample_2,18.3,-0.279633978699188
sample_2,18.4,-0.5703591088403848
sample_2,18.5,-0.174380595723665
sample_2,18.6,-0.0509271391891292
sample_2,18.7,0.0655311682405918
sample_2,18.8,0.287809506502495
sample_2,18.9,0.3124513845353913
sample_2,19.0,0.1451814499124856
sample_2,19.1,-0.0954414279839004
sample_2,19.200000000000003,-0.4007591533583689
sample_2,19.3,-0.3363917999960003
sample_2,19.4,0.0534160596888784
sample_2,19.5,-0.1900276237569526
sample_2,19.6,-0.0504337025485676
sample_2,19.700000000000003,0.0746021422540881
sample_2,19.8,0.2960468769155993
sample_2,19.9,0.3131212845525203
sample_2,20.0,0.1366781236713077
sample_2,20.1,-0.1026852517657206
sample_2,20.200000000000003,-0.3974742565192327
