time,LSB
0.000000,1515.000000
0.006667,16120.000000
0.013333,-229.000000
0.020000,3064.000000
0.026667,-251.000000
0.033333,-264.000000
0.040000,-264.000000
0.046667,9464.000000
0.053333,2299.000000
0.060000,-238.000000
0.066667,9976.000000
0.073333,-2277.000000
0.080000,-1537.000000
0.086667,-513.000000
0.093333,255.000000
0.100000,512.000000
0.106667,1280.000000
0.113333,1792.000000
0.120000,2816.000000
0.126667,4096.000000
0.133333,5120.000000
0.140000,5632.000000
0.146667,5888.000000
0.153333,6400.000000
0.160000,7680.000000
0.166667,9728.000000
0.173333,11008.000000
0.180000,11520.000000
0.186667,11264.000000
0.193333,10496.000000
0.200000,9984.000000
0.206667,9472.000000
0.213333,8704.000000
0.220000,7424.000000
0.226667,5888.000000
0.233333,4352.000000
0.240000,3328.000000
0.246667,2560.000000
0.253333,1792.000000
0.260000,1024.000000
0.266667,-256.000000
0.273333,-1280.000000
0.280000,-2305.000000
0.286667,-2305.000000
0.293333,-2049.000000
0.300000,-1793.000000
0.306667,-1537.000000
0.313333,-1025.000000
0.320000,-257.000000
0.326667,512.000000
0.333333,1280.000000
0.340000,1792.000000
0.346667,2048.000000
0.353333,2048.000000
0.360000,1536.000000
0.366667,768.000000
0.373333,-512.000000
0.380000,-1793.000000
0.386667,-2817.000000
0.393333,-4609.000000
0.400000,-4353.000000
0.406667,-2049.000000
0.413333,11007.000000
0.420000,-26368.000000
0.426667,-10240.000000
0.433333,-10240.000000
0.440000,-26624.000000
0.446667,3328.000000
0.453333,-17408.000000
0.460000,-18689.000000
0.466667,-18689.000000
0.473333,-15105.000000
0.480000,-11265.000000
0.486667,-11265.000000
0.493333,-11265.000000
0.500000,-11265.000000
0.506667,-9217.000000
0.513333,-5889.000000
0.520000,-3073.000000
0.526667,-1537.000000
0.533333,-1537.000000
0.540000,-1537.000000
0.546667,-1537.000000
0.553333,-1537.000000
0.560000,-1281.000000
0.566667,-769.000000
0.573333,-1.000000
0.580000,1024.000000
0.586667,2048.000000
0.593333,3328.000000
0.600000,4608.000000
0.606667,5888.000000
0.613333,7168.000000
0.620000,7936.000000
0.626667,8192.000000
0.633333,8448.000000
0.640000,8704.000000
0.646667,8960.000000
0.653333,9216.000000
0.660000,9728.000000
0.666667,9472.000000
0.673333,8960.000000
0.680000,8448.000000
0.686667,7424.000000
0.693333,6400.000000
0.700000,4864.000000
0.706667,3072.000000
0.713333,1536.000000
0.720000,256.000000
0.726667,-512.000000
0.733333,-1025.000000
0.740000,-1281.000000
0.746667,-1281.000000
0.753333,-1025.000000
0.760000,-769.000000
0.766667,-769.000000
0.773333,-769.000000
0.780000,-769.000000
0.786667,-513.000000
0.793333,-257.000000
0.800000,256.000000
0.806667,512.000000
0.813333,1024.000000
0.820000,1536.000000
0.826667,1280.000000
0.833333,1024.000000
0.840000,256.000000
0.846667,-512.000000
0.853333,-1537.000000
0.860000,-3073.000000
0.866667,-4353.000000
0.873333,-7425.000000
0.880000,-6145.000000
0.886667,3583.000000
0.893333,26880.000000
0.900000,-22784.000000
0.906667,-21504.000000
0.913333,-21504.000000
0.920000,23296.000000
0.926667,-13056.000000
0.933333,-29185.000000
0.940000,-29185.000000
0.946667,-22529.000000
0.953333,-12289.000000
0.960000,-8193.000000
0.966667,-7425.000000
0.973333,-7169.000000
0.980000,-6913.000000
0.986667,-6401.000000
0.993333,-6401.000000
1.000000,-6657.000000
1.006667,-6657.000000
1.013333,-5889.000000
1.020000,-4353.000000
1.026667,-3329.000000
1.033333,-2305.000000
1.040000,-1281.000000
1.046667,-513.000000
1.053333,255.000000
1.060000,2304.000000
1.066667,3840.000000
1.073333,5120.000000
1.080000,6144.000000
1.086667,6912.000000
1.093333,7424.000000
1.100000,8192.000000
1.106667,8960.000000
1.113333,9728.000000
1.120000,10496.000000
1.126667,10752.000000
1.133333,10752.000000
1.140000,10496.000000
1.146667,10240.000000
1.153333,9216.000000
1.160000,7424.000000
1.166667,5632.000000
1.173333,3584.000000
1.180000,2048.000000
1.186667,1280.000000
1.193333,768.000000
1.200000,512.000000
1.206667,256.000000
1.213333,256.000000
1.220000,512.000000
1.226667,768.000000
1.233333,1024.000000
1.240000,1024.000000
1.246667,512.000000
1.253333,256.000000
1.260000,512.000000
1.266667,1280.000000
1.273333,2048.000000
1.280000,2304.000000
1.286667,2048.000000
1.293333,1792.000000
1.300000,1280.000000
1.306667,768.000000
1.313333,0.000000
1.320000,-1280.000000
1.326667,-2817.000000
1.333333,-3841.000000
1.340000,-4865.000000
1.346667,-9473.000000
1.353333,-9473.000000
1.360000,-769.000000
1.366667,22527.000000
1.373333,-25344.000000
1.380000,-22272.000000
1.386667,-22272.000000
1.393333,23296.000000
1.400000,-10240.000000
1.406667,-24065.000000
1.413333,-24065.000000
1.420000,-18689.000000
1.426667,-13057.000000
1.433333,-12033.000000
1.440000,-11777.000000
1.446667,-11521.000000
1.453333,-9985.000000
1.460000,-7425.000000
1.466667,-5121.000000
1.473333,-3841.000000
1.480000,-3585.000000
1.486667,-3585.000000
1.493333,-3585.000000
1.500000,-3585.000000
1.506667,-3585.000000
1.513333,-3073.000000
1.520000,-2305.000000
1.526667,-1281.000000
1.533333,-1.000000
1.540000,1536.000000
1.546667,2816.000000
1.553333,4352.000000
1.560000,5632.000000
1.566667,7168.000000
1.573333,8960.000000
1.580000,9984.000000
1.586667,10752.000000
1.593333,11008.000000
1.600000,11264.000000
1.606667,11264.000000
1.613333,11520.000000
1.620000,10496.000000
1.626667,8960.000000
1.633333,7424.000000
1.640000,6144.000000
1.646667,5120.000000
1.653333,4352.000000
1.660000,3328.000000
1.666667,2048.000000
1.673333,1280.000000
1.680000,768.000000
1.686667,512.000000
1.693333,0.000000
1.700000,-768.000000
1.706667,-1281.000000
1.713333,-1537.000000
1.720000,-1281.000000
1.726667,-769.000000
1.733333,-1.000000
1.740000,768.000000
1.746667,1792.000000
1.753333,3072.000000
1.760000,3840.000000
1.766667,4352.000000
1.773333,3840.000000
1.780000,2816.000000
1.786667,1280.000000
1.793333,-256.000000
1.800000,-1792.000000
1.806667,-3073.000000
1.813333,-4097.000000
1.820000,-2817.000000
1.826667,-2817.000000
1.833333,5375.000000
1.840000,28160.000000
1.846667,-19968.000000
1.853333,-18432.000000
1.860000,-18432.000000
1.866667,26368.000000
1.873333,-9984.000000
1.880000,-25857.000000
1.886667,-25857.000000
1.893333,-20737.000000
1.900000,-13313.000000
1.906667,-9985.000000
1.913333,-8961.000000
1.920000,-6657.000000
1.926667,-3585.000000
1.933333,-1537.000000
1.940000,-1537.000000
1.946667,-1281.000000
1.953333,-1025.000000
1.960000,-1025.000000
1.966667,-1025.000000
1.973333,-1025.000000
1.980000,-1025.000000
1.986667,-1025.000000
1.993333,-513.000000
2.000000,255.000000
2.006667,1024.000000
2.013333,1792.000000
2.020000,2304.000000
2.026667,2560.000000
2.033333,3584.000000
2.040000,4608.000000
2.046667,5632.000000
2.053333,6400.000000
2.060000,6912.000000
2.066667,7680.000000
2.073333,8704.000000
2.080000,9472.000000
2.086667,9472.000000
2.093333,8192.000000
2.100000,6912.000000
2.106667,5632.000000
2.113333,4352.000000
2.120000,3072.000000
2.126667,1792.000000
2.133333,768.000000
2.140000,512.000000
2.146667,768.000000
2.153333,768.000000
2.160000,0.000000
2.166667,-1024.000000
2.173333,-2049.000000
2.180000,-2561.000000
2.186667,-3073.000000
2.193333,-3329.000000
2.200000,-3585.000000
2.206667,-3841.000000
2.213333,-2817.000000
2.220000,-1537.000000
2.226667,-1.000000
2.233333,512.000000
2.240000,-256.000000
2.246667,-1024.000000
2.253333,-1537.000000
2.260000,-2305.000000
2.266667,-3329.000000
2.273333,-4609.000000
2.280000,-5633.000000
2.286667,-5889.000000
2.293333,-5377.000000
2.300000,-4097.000000
2.306667,25599.000000
2.313333,-25600.000000
2.320000,-25600.000000
2.326667,-27904.000000
2.333333,13824.000000
2.340000,-13824.000000
2.346667,-20225.000000
2.353333,-20225.000000
2.360000,-15361.000000
2.366667,-10241.000000
2.373333,-9217.000000
2.380000,-7681.000000
2.386667,-6401.000000
2.393333,-5889.000000
2.400000,-5889.000000
2.406667,-5889.000000
2.413333,-3841.000000
2.420000,-2561.000000
2.426667,-1281.000000
2.433333,-1025.000000
2.440000,-257.000000
2.446667,1280.000000
2.453333,2816.000000
2.460000,3584.000000
2.466667,3840.000000
2.473333,3584.000000
2.480000,3584.000000
2.486667,3328.000000
2.493333,4096.000000
2.500000,4608.000000
2.506667,5376.000000
2.513333,6656.000000
2.520000,8448.000000
2.526667,10496.000000
2.533333,12288.000000
2.540000,13568.000000
2.546667,13568.000000
2.553333,12800.000000
2.560000,11264.000000
2.566667,9216.000000
2.573333,7168.000000
2.580000,5376.000000
2.586667,3840.000000
2.593333,2816.000000
2.600000,2560.000000
2.606667,2816.000000
2.613333,3072.000000
2.620000,3072.000000
2.626667,2304.000000
2.633333,1024.000000
2.640000,256.000000
2.646667,0.000000
2.653333,0.000000
2.660000,0.000000
2.666667,0.000000
2.673333,1024.000000
2.680000,2816.000000
2.686667,4608.000000
2.693333,5888.000000
2.700000,6144.000000
2.706667,5888.000000
2.713333,5376.000000
2.720000,4864.000000
2.726667,3584.000000
2.733333,1792.000000
2.740000,0.000000
2.746667,-1280.000000
2.753333,-1793.000000
2.760000,-1025.000000
2.766667,9727.000000
2.773333,-28928.000000
2.780000,-12288.000000
2.786667,-12288.000000
2.793333,-24320.000000
2.800000,8960.000000
2.806667,-11776.000000
2.813333,-11777.000000
2.820000,-10497.000000
2.826667,-9473.000000
2.833333,-9473.000000
2.840000,-9729.000000
2.846667,-9729.000000
2.853333,-7169.000000
2.860000,-4865.000000
2.866667,-4865.000000
2.873333,-4865.000000
2.880000,-5121.000000
2.886667,-5121.000000
2.893333,-3841.000000
2.900000,-2561.000000
2.906667,-1793.000000
2.913333,-1537.000000
2.920000,-1281.000000
2.926667,-1025.000000
2.933333,-513.000000
2.940000,767.000000
2.946667,1792.000000
2.953333,2560.000000
2.960000,3072.000000
2.966667,3584.000000
2.973333,4352.000000
2.980000,5632.000000
2.986667,6400.000000
2.993333,7168.000000
3.000000,7424.000000
3.006667,7424.000000
3.013333,7168.000000
3.020000,6656.000000
3.026667,5632.000000
3.033333,4352.000000
3.040000,3072.000000
3.046667,1536.000000
3.053333,512.000000
3.060000,-256.000000
3.066667,-768.000000
3.073333,-1025.000000
3.080000,-1281.000000
3.086667,-1793.000000
3.093333,-2561.000000
3.100000,-3073.000000
3.106667,-3841.000000
3.113333,-4097.000000
3.120000,-3585.000000
3.126667,-2561.000000
3.133333,-1537.000000
3.140000,-1.000000
3.146667,768.000000
3.153333,1024.000000
3.160000,768.000000
3.166667,256.000000
3.173333,-1024.000000
3.180000,-2561.000000
3.186667,-4353.000000
3.193333,-6145.000000
3.200000,-7169.000000
3.206667,-7937.000000
3.213333,-14593.000000
3.220000,-14593.000000
3.226667,-9217.000000
3.233333,10239.000000
3.240000,-26624.000000
3.246667,-12288.000000
3.253333,-12288.000000
3.260000,-26880.000000
3.266667,4352.000000
3.273333,-21248.000000
3.280000,-27393.000000
3.286667,-27393.000000
3.293333,-20993.000000
3.300000,-12033.000000
3.306667,-9217.000000
3.313333,-9217.000000
3.320000,-9473.000000
3.326667,-9985.000000
3.333333,-9985.000000
3.340000,-8449.000000
3.346667,-5889.000000
3.353333,-5121.000000
3.360000,-4609.000000
3.366667,-4097.000000
3.373333,-3329.000000
3.380000,-2817.000000
3.386667,-1793.000000
3.393333,-1025.000000
3.400000,511.000000
3.406667,1792.000000
3.413333,3072.000000
3.420000,4096.000000
3.426667,5120.000000
3.433333,6400.000000
3.440000,8192.000000
3.446667,10240.000000
3.453333,12032.000000
3.460000,13568.000000
3.466667,15104.000000
3.473333,15872.000000
3.480000,16128.000000
3.486667,15616.000000
3.493333,14336.000000
3.500000,12800.000000
3.506667,11264.000000
3.513333,9728.000000
3.520000,8704.000000
3.526667,8192.000000
3.533333,7680.000000
3.540000,6656.000000
3.546667,5888.000000
3.553333,5120.000000
3.560000,4096.000000
3.566667,3328.000000
3.573333,2304.000000
3.580000,1792.000000
3.586667,2048.000000
3.593333,2816.000000
3.600000,3584.000000
3.606667,3840.000000
3.613333,3840.000000
3.620000,3840.000000
3.626667,3584.000000
3.633333,3328.000000
3.640000,2304.000000
3.646667,1024.000000
3.653333,0.000000
3.660000,-768.000000
3.666667,-1281.000000
3.673333,-2049.000000
3.680000,-3073.000000
3.686667,-6657.000000
3.693333,-1537.000000
3.700000,16127.000000
3.706667,-26112.000000
3.713333,-15616.000000
3.720000,-15616.000000
3.726667,28416.000000
3.733333,-12032.000000
3.740000,-31489.000000
3.746667,-31489.000000
3.753333,-23553.000000
3.760000,-14337.000000
3.766667,-11265.000000
3.773333,-11009.000000
3.780000,-8961.000000
3.786667,-5633.000000
3.793333,-2817.000000
3.800000,-2817.000000
3.806667,-4353.000000
3.813333,-7937.000000
3.820000,-10241.000000
3.826667,-10241.000000
3.833333,-9473.000000
3.840000,-7937.000000
3.846667,-6145.000000
3.853333,-4609.000000
3.860000,-3585.000000
3.866667,-2561.000000
3.873333,-513.000000
3.880000,1791.000000
3.886667,3840.000000
3.893333,5120.000000
3.900000,5888.000000
3.906667,6656.000000
3.913333,7680.000000
3.920000,8704.000000
3.926667,9728.000000
3.933333,10240.000000
3.940000,10240.000000
3.946667,9472.000000
3.953333,8448.000000
3.960000,6912.000000
3.966667,4864.000000
3.973333,2560.000000
3.980000,256.000000
3.986667,-1536.000000
3.993333,-2817.000000
4.000000,-3585.000000
4.006667,-3585.000000
4.013333,-3329.000000
4.020000,-3073.000000
4.026667,-2305.000000
4.033333,-1537.000000
4.040000,-769.000000
4.046667,-1.000000
4.053333,512.000000
4.060000,1024.000000
4.066667,1536.000000
4.073333,2048.000000
4.080000,2048.000000
4.086667,2048.000000
4.093333,1536.000000
4.100000,768.000000
4.106667,0.000000
4.113333,-512.000000
4.120000,-1281.000000
4.126667,-2561.000000
4.133333,-3841.000000
4.140000,-5377.000000
4.146667,-9729.000000
4.153333,-4609.000000
4.160000,11775.000000
4.166667,-27648.000000
4.173333,-13056.000000
4.180000,-13056.000000
4.186667,-32256.000000
4.193333,-5888.000000
4.200000,-26113.000000
4.206667,-26113.000000
4.213333,-24065.000000
4.220000,-17665.000000
4.226667,-12801.000000
4.233333,-12801.000000
4.240000,-13057.000000
4.246667,-13057.000000
4.253333,-11265.000000
4.260000,-8449.000000
4.266667,-6913.000000
4.273333,-6657.000000
4.280000,-6401.000000
4.286667,-5889.000000
4.293333,-4609.000000
4.300000,-3585.000000
4.306667,-2817.000000
4.313333,-2305.000000
4.320000,-2049.000000
4.326667,-1793.000000
4.333333,-513.000000
4.340000,1023.000000
4.346667,2304.000000
4.353333,3840.000000
4.360000,5120.000000
4.366667,6400.000000
4.373333,7680.000000
4.380000,8704.000000
4.386667,9472.000000
4.393333,9728.000000
4.400000,9216.000000
4.406667,8448.000000
4.413333,7680.000000
4.420000,6912.000000
4.426667,6144.000000
4.433333,5376.000000
4.440000,4608.000000
4.446667,3328.000000
4.453333,2304.000000
4.460000,1536.000000
4.466667,768.000000
4.473333,256.000000
4.480000,-256.000000
4.486667,-512.000000
4.493333,-769.000000
4.500000,-257.000000
4.506667,768.000000
4.513333,1792.000000
4.520000,2304.000000
4.526667,2816.000000
4.533333,2816.000000
4.540000,2560.000000
4.546667,2048.000000
4.553333,1024.000000
4.560000,-256.000000
4.566667,-1280.000000
4.573333,-2305.000000
4.580000,-3329.000000
4.586667,-3841.000000
4.593333,-4353.000000
4.600000,-5121.000000
4.606667,-5377.000000
4.613333,-4609.000000
4.620000,23551.000000
4.626667,-27648.000000
4.633333,-27648.000000
4.640000,-29184.000000
4.646667,14592.000000
4.653333,-16128.000000
4.660000,-26881.000000
4.666667,-26881.000000
4.673333,-21761.000000
4.680000,-14849.000000
4.686667,-11777.000000
4.693333,-9217.000000
4.700000,-6913.000000
4.706667,-5633.000000
4.713333,-5633.000000
4.720000,-5633.000000
4.726667,-5121.000000
4.733333,-3841.000000
