t_sec,range_detrended,heartbeat
0.0,3.286834995887915e-05,6.47255264055973e-06
0.08994384765625085,0.0038439208063888643,0.003220305921740226
0.1798876953125017,0.004468150708606302,0.0033402669582234383
0.26983154296875256,0.003074132213980274,0.0017470102016190275
0.3597753906250034,0.002556821382391776,0.0013989345609192604
0.44971923828125426,0.002862284624105257,0.002003883282189333
0.5396630859375051,0.0020531457115985177,0.001603841281971681
0.629606933593756,0.0004036978654451322,0.0007208636682557406
0.7195507812500068,-0.0005763424913894622,0.0005176066845707682
0.8094946289062577,-0.0024477796549448945,-0.001182883267826753
0.8994384765625085,-0.007506713750244526,-0.006322119448074138
0.9893823242187594,-0.011636751655135903,-0.010291017421269692
1.0793261718750102,-0.007303846033742392,-0.0062028861670850146
1.169270019531261,0.004038947107476533,0.004185056962465046
1.259213867187512,0.011448601124325426,0.010933929953557634
1.3491577148437628,0.009296857643841448,0.008709392101730513
1.4391015625000136,0.0033904995232715003,0.0024791470360280977
1.5290454101562645,0.00011128868280380754,-0.0012323481334237292
1.6189892578125153,-0.001134261290907289,-0.00217662087162111
1.7089331054687662,-0.002597681477929021,-0.0029535640700800786
1.798876953125017,-0.0035250365776550775,-0.003552824169730546
1.888820800781268,-0.0029559142188191325,-0.0027227404995145035
1.9787646484375188,-0.0018227059209519972,-0.0010546546432666055
2.0687084960937696,-0.0009736059702902238,0.00013299718230363073
2.1586523437500205,-0.0001661300198667776,0.0008035375610118057
2.2485961914062713,0.0006940399374009645,0.0014150280127037602
2.338540039062522,0.0011951471477729232,0.001724749738040035
2.428483886718773,0.0012202489557283814,0.0014171569472962147
2.518427734375024,0.001027554781859127,0.0007931353218885222
2.6083715820312747,0.0007383275380443933,0.0002356173303730025
2.6983154296875256,0.0003298978049964631,-0.0002442998624954433
2.7882592773437764,-0.00010055784737374536,-0.0006676152525518836
2.8782031250000273,-0.00040667700414843836,-0.000876203088339352
2.968146972656278,-0.0005622418343430103,-0.0008000034058706458
3.058090820312529,-0.0006049939632052474,-0.0005610282137280258
3.14803466796878,-0.0005438941396673765,-0.00027114809847200705
3.2379785156250307,-0.00039538261011329843,3.782910614921952e-05
3.3279223632812815,-0.00021594121784734738,0.00030870748433164946
3.4178662109375324,-5.769058480145346e-05,0.00045764015241610127
3.5078100585937833,5.9643789265721205e-05,0.000462014759561425
3.597753906250034,0.0001286631051196916,0.0003585147995645584
3.687697753906285,0.00014494586413157855,0.00018528591585333733
3.777641601562536,0.00011854951156065846,-2.075782752462601e-05
3.8675854492187867,7.152478684556853e-05,-0.00020492556492648123
3.9575292968750375,2.2856338274140225e-05,-0.00031546844313887234
4.047473144531288,-1.6516816199733176e-05,-0.00033031840131078426
4.137416992187539,-4.086398617788746e-05,-0.0002528520717281164
4.22736083984379,-5.071455855419896e-05,-0.00010137176286806744
4.317304687500041,-5.422986955148714e-05,8.862751338877111e-05
4.407248535156292,-6.287473946792372e-05,0.00026723567000098004
4.497192382812543,-8.544910693159256e-05,0.0003855618399026601
4.5871362304687935,-0.00012504626709752573,0.00040864945348809915
4.677080078125044,-0.0001776749282961269,0.0003204416376997318
4.767023925781295,-0.00023146421545031787,0.00012852396896596683
4.856967773437546,-0.0002682147914161491,-0.0001322967966623323
4.946911621093797,-0.0002680902771500774,-0.0004051675823016365
5.036855468750048,-0.00021579896954976134,-0.0006233085673560151
5.126799316406299,-0.00010613615017685008,-0.00072244679373099
5.2167431640625495,5.216343522444002e-05,-0.0006546975496733385
5.3066870117188,0.00023449902996662065,-0.00040530733465007955
5.396630859375051,0.00040169465331413247,-2.9295820263713144e-06
5.486574707031302,0.0005067671279838923,0.00048350102170208165
5.576518554687553,0.0005060988141647289,0.0009533416204942361
5.666462402343804,0.0003702337024720138,0.0012853670921150796
5.756406250000055,9.325501105693948e-05,0.0013651115842260337
5.846350097656305,-0.0002970104251480946,0.0011242361834197807
5.936293945312556,-0.0007342827611447367,0.0005604758977531791
6.026237792968807,-0.0011245007815935818,-0.0002628715790630772
6.116181640625058,-0.0013645293156677725,-0.001204949385897147
6.206125488281309,-0.0013561748856166717,-0.0020447283038509258
6.29606933593756,-0.0010282624735113849,-0.002544873516724793
6.3860131835938105,-0.00037648448032208913,-0.002533550831170058
6.475957031250061,0.0005167008518752038,-0.0019123203981023995
6.565900878906312,0.0015056376989504077,-0.000665084792268228
6.655844726562563,0.0023952471354404953,0.001035106828700253
6.745788574218814,0.002931374257538851,0.002797164111211256
