index,heart
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0052292137406766415
11,0.07795441895723343
12,-0.0033433139324188232
13,-0.35859546065330505
14,-0.05605518817901611
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.005762799642980099
21,0.10413527488708496
22,-0.08688375353813171
23,-0.33967894315719604
24,0.23169586062431335
25,0.164056658744812
26,-0.09116971492767334
27,0.4483756124973297
28,0.19668644666671753
29,-0.8944362998008728
30,0.00634782575070858
31,0.10813392698764801
32,-0.09280860424041748
33,-0.3526058495044708
34,0.2420758306980133
35,0.18264803290367126
36,-0.0948699414730072
37,0.4350029230117798
38,0.1944548487663269
39,-0.8966834545135498
40,-0.6361162662506104
41,0.35191667079925537
42,0.5752631425857544
43,0.4075719118118286
44,0.27417683601379395
45,0.1925445795059204
46,-0.09682764112949371
47,0.42750704288482666
48,0.19502043724060059
49,-0.8979969620704651
50,-0.6389592885971069
51,0.3573785424232483
52,0.5832424163818359
53,0.40481817722320557
54,0.2654958963394165
55,-0.16156601905822754
56,-0.7615612149238586
57,-0.3662203550338745
58,0.3618626594543457
59,0.09219756722450256
60,-0.6318060755729675
61,0.373557448387146
62,0.5888851881027222
63,0.38551223278045654
64,0.25366199016571045
65,-0.15132415294647217
66,-0.7466456294059753
67,-0.363816499710083
68,0.3521355390548706
69,0.07494187355041504
70,-0.19345033168792725
71,0.5735595226287842
72,0.7547639608383179
73,-0.5391847491264343
74,-1.0743370056152344
75,-0.1432563066482544
76,-0.7358220815658569
77,-0.36032694578170776
78,0.3474043011665344
79,0.06365923583507538
80,-0.19502055644989014
81,0.5875791907310486
82,0.7545953392982483
83,-0.5490259528160095
84,-1.0744209289550781
85,-0.10062611103057861
86,0.6189164519309998
87,0.29276835918426514
88,-0.041689708828926086
89,0.04668162763118744
90,-0.2051774263381958
91,0.5975630879402161
92,0.7599622011184692
93,-0.5546088814735413
94,-1.0773948431015015
95,-0.10166740417480469
96,0.620573103427887
97,0.30091944336891174
98,-0.04246196150779724
99,0.03895777463912964
100,0.11662214994430542
101,-0.1646859049797058
102,-0.36075153946876526
103,-0.21412178874015808
104,0.20936048030853271
105,-0.10286104679107666
106,0.6195237040519714
107,0.3019152879714966
108,-0.03933851420879364
109,0.03902621567249298
110,0.1117972731590271
111,-0.1659563183784485
112,-0.35607630014419556
113,-0.21163922548294067
114,0.20627227425575256
115,0.5503482818603516
116,-0.054651230573654175
117,-0.2460462599992752
118,0.17067524790763855
119,-0.1557433009147644
120,0.1244097650051117
121,-0.16459190845489502
122,-0.3681700527667999
123,-0.21479445695877075
124,0.2124730944633484
125,0.5533829927444458
126,-0.060027480125427246
127,-0.245485320687294
128,0.18041668832302094
129,-0.15665508806705475
130,-0.42426252365112305
131,-0.009255826473236084
132,0.261345237493515
133,0.35663801431655884
134,0.303451269865036
135,0.5874637961387634
136,0.12603992223739624
137,-0.5806149840354919
138,-0.3176107704639435
139,0.33756497502326965
140,0.2876705527305603
141,-0.15423732995986938
142,-0.22673165798187256
143,0.16832467913627625
144,0.2881605923175812
145,-0.17580926418304443
146,-0.23853449523448944
147,0.01798604428768158
148,0.053283482789993286
149,-0.043866485357284546
150,0.6072633266448975
151,0.3606497049331665
152,-0.7021850943565369
153,-0.5725597143173218
154,0.4247984290122986
155,0.3412203788757324
156,-0.05132591724395752
157,0.012693047523498535
158,0.007457330822944641
159,-0.210119366645813
160,-0.15719743072986603
161,0.2628129720687866
162,0.16757869720458984
163,-0.18239498138427734
164,-0.15304070711135864
165,0.3277655243873596
166,-0.048768773674964905
167,0.015699133276939392
168,0.007855415344238281
169,-0.20679685473442078
170,-0.15407802164554596
171,0.26069802045822144
172,0.1642432063817978
173,-0.18218502402305603
174,-0.15359658002853394
175,0.051493093371391296
176,0.13544252514839172
177,0.051907092332839966
178,0.09708327054977417
179,-0.0672498345375061
180,-0.15048019587993622
181,0.25840532779693604
182,0.1605314016342163
183,-0.18131659924983978
184,-0.15256425738334656
185,0.051676467061042786
186,0.13585513830184937
187,0.05099094659090042
188,0.09406648576259613
189,-0.06659141182899475
190,-0.4563826024532318
191,-0.11410194635391235
192,0.6245812177658081
193,0.6058117151260376
194,-0.6445411443710327
195,0.05241793394088745
196,0.13720311224460602
197,0.049936167895793915
198,0.08926798403263092
199,-0.0660754144191742
200,-0.4475867748260498
201,-0.10942083597183228
202,0.6169658899307251
203,0.5874940156936646
204,-0.6361669898033142
205,-0.9855256080627441
206,0.3100697994232178
207,1.1403632164001465
208,0.20509672164916992
209,-0.799006998538971
210,-0.44360971450805664
211,-0.1074979305267334
212,0.6129382848739624
213,0.5795701742172241
214,-0.6312674283981323
215,-0.9790861010551453
216,0.3102912902832031
217,1.1421267986297607
218,0.19726276397705078
219,-0.8069564700126648
220,-0.5281604528427124
221,0.2662304639816284
222,0.5534805059432983
223,-0.33523285388946533
224,-0.504136860370636
225,-0.9593245983123779
226,0.31915056705474854
227,1.159914493560791
228,0.17964959144592285
229,-0.8343539834022522
230,-0.5080505609512329
231,0.29325222969055176
232,0.5335209369659424
233,-0.36387521028518677
234,-0.49510741233825684
235,0.7175058126449585
236,0.604401707649231
237,-0.4559692144393921
238,-0.5027161240577698
239,-0.03126847743988037
240,-0.5286242961883545
241,0.3108116388320923
242,0.5624772310256958
243,-0.3706158399581909
244,-0.5181747078895569
245,0.7259965538978577
246,0.620956540107727
247,-0.4704133868217468
248,-0.5212344527244568
249,-0.02546900510787964
250,-0.05309051275253296
251,-0.0586107075214386
252,0.405733585357666
253,0.45003628730773926
254,-0.04689645767211914
255,0.7320232391357422
256,0.6436309814453125
257,-0.48185616731643677
258,-0.5453999042510986
259,-0.025931179523468018
260,-0.033576011657714844
261,-0.04179498553276062
262,0.3989003896713257
263,0.43291571736335754
264,-0.046562016010284424
265,-0.38562631607055664
266,-0.342448353767395
267,-0.13205856084823608
268,0.3368067443370819
269,0.2479194849729538
