t_sec,ecg
0.0,0.0
0.1,0.0
0.2,0.0
0.30000000000000004,0.0
0.4,0.0
0.5,0.0
0.6000000000000001,0.0
0.7000000000000001,0.0
0.8,0.0
0.9,0.0
1.0,0.0045082751958927724
1.1,0.06720703930332245
1.2000000000000002,-0.0028823796503785995
1.3,-0.30915680650947147
1.4000000000000001,-0.04832700038684211
1.5,0.0
1.6,0.0
1.7000000000000002,0.0
1.8,0.0
1.9000000000000001,0.0
2.0,0.0049682969520356895
2.1,0.08977840648184576
2.2,-0.07490530898653534
2.3000000000000003,-0.2928482616976572
2.4000000000000004,0.1997525351313064
2.5,0.14143857987426192
2.6,-0.07860037566027288
2.7,0.38655919465311034
2.8000000000000003,0.16956978101283568
2.9000000000000004,-0.7711226170259036
3.0,0.0054726669818751525
3.1,0.09322577447557406
3.2,-0.08001331542595591
3.3000000000000003,-0.30399296798336867
3.4000000000000004,0.2087014448408788
3.5,0.1574668080428626
3.6,-0.0817904612794073
3.7,0.3750301642290681
3.8000000000000003,0.16764584790157686
3.9000000000000004,-0.7730599621708707
4.0,-0.5484165167191021
4.1000000000000005,0.30339880461267077
4.2,0.49595306014305346
4.3,0.35138099754287433
4.4,0.23637676530112636
4.5,0.16599894265898243
4.6000000000000005,-0.0834782578086813
4.7,0.3685677222399679
4.800000000000001,0.16813346011559221
4.9,-0.7741923797449308
5.0,-0.5508675787260685
5.1000000000000005,0.30810766173473814
5.2,0.502832251532055
5.300000000000001,0.3490069134151991
5.4,0.22889264494348857
5.5,-0.13929131841627418
5.6000000000000005,-0.6565666858648881
5.7,-0.3157304758815663
5.800000000000001,0.31197356483017386
5.9,0.07948652054641345
6.0,-0.5447005611882672
6.1000000000000005,0.32205602263005767
6.2,0.5076970685096959
6.300000000000001,0.3323626309703077
6.4,0.21869024964676506
6.5,-0.1304614726228018
6.6000000000000005,-0.6437074746034663
6.7,-0.31365803404457193
6.800000000000001,0.3035874980524288
6.9,0.0646098259539399
7.0,-0.16677982106599873
7.1000000000000005,0.49448431398423937
7.2,0.6507065521022053
7.300000000000001,-0.46484870403783407
7.4,-0.9262208650545916
7.5,-0.1235059199997369
7.6000000000000005,-0.6343761420783492
7.7,-0.31064957613862515
7.800000000000001,0.2995085440307303
7.9,0.054882697119896795
8.0,-0.16813356288979686
8.1,0.5065711257105294
8.200000000000001,0.6505611779897119
8.3,-0.4733331257294399
8.4,-0.9262932180946731
8.5,-0.08675304221923218
8.6,0.5335879975350635
8.700000000000001,0.2524051219374829
8.8,-0.03594205353960527
8.9,0.040245749053346803
9.0,-0.17689013067534573
9.1,0.5151785681251149
9.200000000000001,0.6551881240706643
9.3,-0.4781463500563408
9.4,-0.9288571261783577
9.5,-0.08765077489694831
9.600000000000001,0.535016250657241
9.700000000000001,0.2594324366489525
9.8,-0.03660783768417651
9.9,0.03358676424460754
10.0,0.10054374748460133
10.100000000000001,-0.1419810735135664
10.200000000000001,-0.3110156321620774
10.3,-0.18460135633173375
10.4,0.18049647751690945
10.5,-0.08867985300822152
10.600000000000001,0.534111529333608
10.700000000000001,0.26029098666114153
10.8,-0.03391501220752003
10.9,0.03364576948485869
11.0,0.0963840643251414
11.100000000000001,-0.14307633821264149
11.200000000000001,-0.3069849563230185
11.3,-0.1824610578261118
11.4,0.17783403466450595
11.5,0.47447314859464496
11.600000000000001,-0.04711660288499525
11.700000000000001,-0.21212448104165357
11.8,0.1471446807977087
11.9,-0.13427136377669713
12.0,0.1072577036460588
12.100000000000001,-0.141900036053191
12.200000000000001,-0.3174113736923524
12.3,-0.18518128547508608
12.4,0.18317996338771733
12.5,0.47708947152270675
12.600000000000001,-0.05175164243456469
12.700000000000001,-0.21164087702162
12.8,0.15554309332678867
12.9,-0.1350574451278244
13.0,-0.3657705167117023
13.100000000000001,-0.007979748959616726
13.200000000000001,0.22531422699204157
13.3,0.3074692283753824
13.4,0.2616152065946507
13.5,0.5064716402804174
13.600000000000001,0.1086631152012504
13.700000000000001,-0.5005670566742185
13.8,-0.2738225724630085
13.9,0.2910257410328479
14.0,0.24801013723645096
14.100000000000001,-0.1329730172492114
14.200000000000001,-0.1954727346201486
14.3,0.14511817903019794
14.4,0.24843261629826224
14.5,-0.15157088316340647
14.600000000000001,-0.20564834438978227
14.700000000000001,0.015506353604106364
14.8,0.04593742304781426
14.9,-0.03781872336349551
15.0,0.5235414593197087
15.100000000000001,0.3109278372977455
15.200000000000001,-0.6053766016845925
15.3,-0.49362234672974536
15.4,0.366232538148757
15.5,0.2941771835510297
15.600000000000001,-0.04424974213952051
15.700000000000001,0.010943088989717235
15.8,0.006429207380667843
15.9,-0.18115073810378304
16.0,-0.1355250163719308
16.1,0.2265796086933822
16.2,0.14447504375097892
16.3,-0.1572486440999179
16.400000000000002,-0.13194136978282167
16.5,0.2825773160064246
16.6,-0.04204514552210735
16.7,0.013534733261884707
16.8,0.006772408990358547
16.900000000000002,-0.17828629255211784
17.0,-0.13283567237145721
17.1,0.22475624014138443
17.2,0.14159940865778123
17.3,-0.15706763303195825
17.400000000000002,-0.13242060589915713
17.5,0.044393870114782345
17.6,0.1167694049003563
17.7,0.044750792080795326
17.8,0.08369864424380179
17.900000000000002,-0.0579782690110696
18.0,-0.12973386979412682
18.1,0.2227796352502367
18.2,0.13839934109401908
18.3,-0.15631893579777653
18.400000000000002,-0.13153060698034177
18.5,0.04455196253510253
18.6,0.1171251321162401
18.7,0.04396095304781015
18.8,0.08109777598676597
18.900000000000002,-0.05741062138517428
19.0,-0.39346228104469566
19.1,-0.0983709980238576
19.200000000000003,0.5384717763534643
19.3,0.5222899778295486
19.400000000000002,-0.5556798780851274
19.5,0.04519120524132
19.6,0.1182872642822229
19.700000000000003,0.04305159403819172
19.8,0.07696083162008734
19.900000000000002,-0.05696576324029801
20.0,-0.3858791120473156
20.1,-0.09433526055521914
20.200000000000003,0.5319063546112935
20.3,0.506497693541299
20.400000000000002,-0.5484602471431854
20.5,-0.8496536714851325
20.6,0.26732125613099517
20.700000000000003,0.9831442082419157
20.8,0.17682055253879006
20.900000000000002,-0.6888499134846745
21.0,-0.38245035903140656
21.1,-0.09267746124693065
21.200000000000003,0.5284340253326082
21.3,0.4996662921574649
21.400000000000002,-0.5442361759445052
21.5,-0.8441019631106381
21.6,0.2675122106032558
21.700000000000003,0.9846646498256744
21.8,0.17006664290527054
21.900000000000002,-0.6957034113225108
22.0,-0.4553442997520675
22.1,0.22952593959261128
22.200000000000003,0.47717354082211966
22.3,-0.28901514357350844
22.400000000000002,-0.43463277954480894
22.5,-0.8270649290426336
22.6,0.2751500811710668
22.700000000000003,1.0
22.8,0.15488175416656902
22.900000000000002,-0.7193236984571948
23.0,-0.4380069080709405
23.1,0.2528222824342029
23.200000000000003,0.4599657474130705
23.3,-0.3137086503403676
23.400000000000002,-0.4268481987998439
23.5,0.6185850910805557
23.6,0.5210743645368151
23.700000000000003,-0.3931058857964816
23.8,-0.433407916573656
23.900000000000002,-0.02695757110844446
24.0,-0.45574419418240447
24.1,0.2679608200066022
24.200000000000003,0.4849299100479051
24.3,-0.31951996635583635
24.400000000000002,-0.44673526433730987
24.5,0.6259052351946564
24.6,0.535346823886534
24.700000000000003,-0.4055586764655704
24.8,-0.4493731698483505
24.900000000000002,-0.02195765743877638
25.0,-0.04577105730401884
25.1,-0.050530196705716755
25.200000000000003,0.34979611653279297
25.3,0.38799091640469524
25.400000000000002,-0.04043096101692198
25.5,0.6311010364984089
25.6,0.5548951970325388
25.700000000000003,-0.41542386959680033
25.8,-0.47020699135915595
25.900000000000002,-0.022356113030248093
26.0,-0.02894697138807252
