t_sec,ecg
0.0,0.05502583661417323
0.006667,0.5115649606299213
0.013333,0.008704478346456693
0.02,0.10999015748031496
0.026667,0.008027805118110236
0.033333,0.007627952755905512
0.04,0.007627952755905512
0.046667,0.3068405511811024
0.053333,0.08646038385826772
0.06,0.008427657480314961
0.066667,0.32258858267716534
0.073333,0.5126414862204725
0.08,0.49606299212598426
0.086667,0.47244094488188976
0.093333,0.4251968503937008
0.1,0.36220472440944884
0.106667,0.29133858267716534
0.113333,0.2283464566929134
0.12,0.15748031496062992
0.126667,0.08661417322834646
0.133333,0.03937007874015748
0.14,0.0
0.146667,-0.01577878937007874
0.153333,-0.023652805118110236
0.16,-0.01577878937007874
0.166667,-3.075787401574803e-05
0.173333,0.007843257874015748
0.18,0.015748031496062992
0.186667,0.015748031496062992
0.193333,0.015748031496062992
0.2,0.007874015748031496
0.206667,0.007874015748031496
0.213333,0.007874015748031496
0.22,0.007874015748031496
0.226667,0.0
0.233333,-0.007904773622047244
0.24,-0.023652805118110236
0.246667,-0.03152682086614173
0.253333,-0.023652805118110236
0.26,-0.007904773622047244
0.266667,0.007843257874015748
0.273333,0.023622047244094488
0.28,0.03937007874015748
0.286667,0.05511811023622047
0.293333,0.06299212598425197
0.3,0.07086614173228346
0.306667,0.05511811023622047
0.313333,0.03937007874015748
0.32,0.023622047244094488
0.326667,0.007874015748031496
0.333333,-0.007874015748031496
0.34,-0.023652805118110236
0.346667,-0.03152682086614173
0.353333,-0.03940083661417323
0.36,-0.047274852362204724
0.366667,-0.047274852362204724
0.373333,-0.047274852362204724
0.38,-0.03940083661417323
0.386667,-0.023652805118110236
0.393333,-0.007904773622047244
0.4,0.015717273622047244
0.406667,0.015748031496062992
0.413333,0.015748031496062992
0.42,0.007874015748031496
0.426667,0.007874015748031496
0.433333,0.007874015748031496
0.44,0.007874015748031496
0.446667,0.007874015748031496
0.453333,0.007874015748031496
0.46,0.015748031496062992
0.466667,0.015748031496062992
0.473333,0.023622047244094488
0.48,0.015748031496062992
0.486667,0.007874015748031496
0.493333,-0.007874015748031496
0.5,-0.01577878937007874
0.506667,-0.023652805118110236
0.513333,-0.023652805118110236
0.52,-0.03152682086614173
0.526667,-0.0945189468503937
0.533333,-0.0945189468503937
0.54,-0.08664493110236221
0.546667,0.27555979330708663
0.553333,0.8661417322834646
0.56,-0.9133858267716536
0.566667,-0.9133858267716536
0.573333,0.6850393700787402
0.58,-0.11023622047244094
0.586667,-0.5354638287401575
0.593333,-0.590581938976378
0.6,-0.590581938976378
0.606667,-0.49609375
0.613333,-0.37010949803149606
0.62,-0.3071173720472441
0.626667,-0.24412524606299213
0.633333,-0.17325910433070865
0.64,-0.1338890255905512
0.646667,-0.12601500984251968
0.653333,-0.1181409940944882
0.66,-0.1023929625984252
0.666667,-0.0945189468503937
0.673333,-0.07089689960629922
0.68,-0.047274852362204724
0.686667,-3.075787401574803e-05
0.693333,0.03933932086614173
0.7,0.07086614173228346
0.706667,0.07874015748031496
0.713333,0.11023622047244094
0.72,0.12598425196850394
0.726667,0.14960629921259844
0.733333,0.1732283464566929
0.74,0.18110236220472442
0.746667,0.18110236220472442
0.753333,0.1732283464566929
0.76,0.18110236220472442
0.766667,0.2125984251968504
0.773333,0.25196850393700787
0.78,0.29133858267716534
0.786667,0.3228346456692913
0.793333,0.33070866141732286
0.8,0.33070866141732286
0.806667,0.3228346456692913
0.813333,0.30708661417322836
0.82,0.28346456692913385
0.826667,0.23622047244094488
0.833333,0.18110236220472442
0.84,0.12598425196850394
0.846667,0.08661417322834646
0.853333,0.07086614173228346
0.86,0.047244094488188976
0.866667,0.023622047244094488
0.873333,-0.007874015748031496
0.88,-0.03152682086614173
0.886667,-0.03940083661417323
0.893333,-0.047274852362204724
0.9,-0.047274852362204724
0.906667,-0.047274852362204724
0.913333,-0.03940083661417323
0.92,-0.023652805118110236
0.926667,-0.01577878937007874
0.933333,-0.01577878937007874
0.94,-0.01577878937007874
0.946667,-0.023652805118110236
0.953333,-0.03152682086614173
0.96,-0.023652805118110236
0.966667,-0.01577878937007874
0.973333,-0.007904773622047244
0.98,-3.075787401574803e-05
0.986667,0.007843257874015748
0.993333,0.023622047244094488
1.0,0.031496062992125984
1.006667,0.031496062992125984
1.013333,0.023622047244094488
1.02,0.0
1.026667,-0.01577878937007874
1.033333,-0.023652805118110236
1.04,-0.01577878937007874
1.046667,-0.007904773622047244
1.053333,-0.007904773622047244
1.06,-0.01577878937007874
1.066667,-0.023652805118110236
1.073333,-0.023652805118110236
1.08,-0.03152682086614173
1.086667,-0.03940083661417323
1.093333,-0.05514886811023622
1.1,-0.07089689960629922
1.106667,-0.07877091535433071
1.113333,-0.07089689960629922
1.12,-0.03940083661417323
1.126667,-0.007904773622047244
1.133333,0.02359128937007874
1.14,0.031496062992125984
1.146667,0.03937007874015748
1.153333,0.047244094488188976
1.16,0.05511811023622047
1.166667,0.047244094488188976
1.173333,0.031496062992125984
1.18,0.023622047244094488
1.186667,0.015748031496062992
1.193333,0.015748031496062992
1.2,0.023622047244094488
1.206667,0.03937007874015748
1.213333,0.05511811023622047
1.22,0.07086614173228346
1.226667,0.06299212598425197
1.233333,0.047244094488188976
1.24,0.015748031496062992
1.246667,-0.015748031496062992
1.253333,-0.03940083661417323
1.26,-0.07089689960629922
1.266667,-0.1102669783464567
1.273333,-0.18900713582677164
1.28,-0.20475516732283464
1.286667,-0.20475516732283464
1.293333,-0.0945189468503937
1.3,0.2834338090551181
1.306667,0.8582677165354331
1.313333,-0.8582677165354331
1.32,-0.8582677165354331
1.326667,0.7795275590551181
1.333333,-0.007874015748031496
1.34,-0.559085875984252
1.346667,-0.7086921751968503
1.353333,-0.7086921751968503
1.36,-0.5669598917322834
1.366667,-0.35436146653543305
1.373333,-0.22050319881889763
1.38,-0.1338890255905512
1.386667,-0.07089689960629922
1.393333,-0.05514886811023622
1.4,-0.047274852362204724
1.406667,-0.03152682086614173
1.413333,-0.01577878937007874
1.42,-3.075787401574803e-05
1.426667,0.007843257874015748
1.433333,0.007874015748031496
1.44,0.0
1.446667,-0.007904773622047244
1.453333,-0.007904773622047244
1.46,-3.075787401574803e-05
1.466667,0.015717273622047244
1.473333,0.03937007874015748
1.48,0.06299212598425197
1.486667,0.09448818897637795
1.493333,0.11811023622047244
1.5,0.15748031496062992
1.506667,0.2047244094488189
1.513333,0.2440944881889764
1.52,0.2755905511811024
1.526667,0.2992125984251969
1.533333,0.33070866141732286
1.54,0.3779527559055118
1.546667,0.41732283464566927
1.553333,0.4409448818897638
1.56,0.4330708661417323
1.566667,0.4094488188976378
1.573333,0.3700787401574803
1.58,0.33070866141732286
1.586667,0.2677165354330709
1.593333,0.2047244094488189
1.6,0.14960629921259844
1.606667,0.09448818897637795
1.613333,0.07086614173228346
1.62,0.05511811023622047
1.626667,0.047244094488188976
1.633333,0.03937007874015748
1.64,0.031496062992125984
1.646667,0.015748031496062992
1.653333,-0.007874015748031496
1.66,-0.03152682086614173
1.666667,-0.05514886811023622
1.673333,-0.07089689960629922
1.68,-0.08664493110236221
1.686667,-0.0945189468503937
1.693333,-0.0945189468503937
1.7,-0.0945189468503937
1.706667,-0.07877091535433071
1.713333,-0.05514886811023622
1.72,-0.023652805118110236
1.726667,-3.075787401574803e-05
1.733333,0.015717273622047244
1.74,0.03937007874015748
1.746667,0.06299212598425197
1.753333,0.07086614173228346
1.76,0.07086614173228346
1.766667,0.06299212598425197
1.773333,0.047244094488188976
1.78,0.031496062992125984
1.786667,0.023622047244094488
1.793333,0.007874015748031496
1.8,0.0
1.806667,-3.075787401574803e-05
1.813333,0.007843257874015748
1.82,0.023622047244094488
1.826667,0.031496062992125984
1.833333,0.03937007874015748
1.84,0.03937007874015748
1.846667,0.031496062992125984
1.853333,0.023622047244094488
1.86,0.007874015748031496
1.866667,-0.015748031496062992
1.873333,-0.03940083661417323
1.88,-0.07089689960629922
1.886667,-0.1023929625984252
1.893333,-0.1338890255905512
1.9,-0.14963705708661418
1.906667,-0.15751107283464566
1.913333,-0.15751107283464566
1.92,-0.15751107283464566
1.926667,-0.15751107283464566
1.933333,-0.14176304133858267
1.94,-0.1102669783464567
1.946667,-0.07089689960629922
1.953333,-0.03940083661417323
1.96,-0.023652805118110236
1.966667,-0.023652805118110236
1.973333,-0.01577878937007874
1.98,-0.007904773622047244
1.986667,-3.075787401574803e-05
1.993333,-3.075787401574803e-05
2.0,-3.075787401574803e-05
2.006667,-0.007904773622047244
2.013333,-0.007904773622047244
2.02,-0.007904773622047244
2.026667,-3.075787401574803e-05
2.033333,-3.075787401574803e-05
2.04,-0.023652805118110236
2.046667,-0.05514886811023622
2.053333,-0.08664493110236221
2.06,-0.1102669783464567
2.066667,-0.19688115157480315
2.073333,-0.19688115157480315
2.08,-0.19688115157480315
2.086667,-0.07089689960629922
2.093333,0.3070558562992126
2.1,0.9291338582677166
2.106667,-0.7716535433070866
2.113333,-0.7716535433070866
2.12,0.84251968503937
2.126667,0.03937007874015748
2.133333,-0.4330708661417323
2.14,-0.5197157972440944
2.146667,-0.5197157972440944
2.153333,-0.43310162401574803
2.16,-0.32286540354330706
2.166667,-0.26774729330708663
2.173333,-0.21262918307086615
2.18,-0.14963705708661418
2.186667,-0.1023929625984252
2.193333,-0.07877091535433071
2.2,-0.03940083661417323
2.206667,-0.03152682086614173
2.213333,-0.023652805118110236
2.22,-0.023652805118110236
2.226667,-0.03152682086614173
2.233333,-0.03152682086614173
2.24,-0.023652805118110236
2.246667,-0.01577878937007874
2.253333,-3.075787401574803e-05
2.26,0.007843257874015748
2.266667,0.023622047244094488
2.273333,0.047244094488188976
2.28,0.07874015748031496
2.286667,0.13385826771653545
2.293333,0.1889763779527559
2.3,0.23622047244094488
2.306667,0.28346456692913385
2.313333,0.3228346456692913
2.32,0.36220472440944884
2.326667,0.3937007874015748
2.333333,0.4015748031496063
2.34,0.3858267716535433
2.346667,0.36220472440944884
2.353333,0.33858267716535434
2.36,0.33070866141732286
2.366667,0.3228346456692913
2.373333,0.30708661417322836
2.38,0.2755905511811024
2.386667,0.2440944881889764
2.393333,0.2047244094488189
2.4,0.14960629921259844
2.406667,0.09448818897637795
2.413333,0.031496062992125984
2.42,-0.031496062992125984
2.426667,-0.08664493110236221
2.433333,-0.12601500984251968
2.44,-0.15751107283464566
