t_sec,range_detrended,heartbeat
0.0,-0.08544015289990871,-0.048827101783462716
0.05,0.9229682453177936,0.9012800872667756
0.1,1.911786428884172,1.4616702317102852
0.15,0.5583793783421929,1.4061361588104746
0.2,0.40824696379562,0.7676288050380754
0.25,0.08507614082591802,-0.17570692913935615
0.3,-0.7334335643806803,-1.015478659639878
0.35,-1.8945112089317677,-1.3870993549486914
0.4,-2.2815950933697104,-1.1342456314804275
0.45,-0.16916043385060892,-0.3851316892849916
0.5,1.224798341629725,0.5060075380882985
0.55,0.818091790044634,1.1263692411828607
0.6,0.06838783645338871,1.1938902192759524
0.65,0.4986897450674372,0.6801403492098358
0.7,0.46880690411650133,-0.1767080385542342
0.75,-0.4563475521238275,-0.9697612449139724
0.8,-1.6459795799253312,-1.3038081471378515
0.85,-1.5990164652152863,-0.9919310265703267
0.9,-0.49173278865836156,-0.16669947099788068
0.95,2.3449125213496207,0.7744339766133668
1.0,1.5490655175337258,1.3736866440369713
1.05,0.9654317820574386,1.3486353856823385
1.1,0.9476016007631827,0.722466048051381
1.15,-0.15025463653126264,-0.20869563232303207
1.2,-0.3344859197769491,-1.0293883317656072
1.25,-0.9884345238038753,-1.3908428638134418
1.3,-0.7342055802961512,-1.152268009992626
1.35,-1.032442962326135,-0.43205438914976896
1.4,0.8013609091496461,0.44678111850207786
1.45,2.241026779666802,1.0988663966615044
1.5,0.6491280678704964,1.2481091747739899
1.55,0.9224809087457837,0.8485522083169486
1.6,0.39312996991576327,0.09714480940721391
1.65,-0.7217423899367353,-0.6630269513419661
1.7,-0.8314018620973174,-1.099628127629975
1.75,-0.9274590090371128,-1.0366446456828227
1.8,-1.5272738981924063,-0.5249130601143326
1.85,0.5803148807797409,0.19325726516339017
1.9,1.7750736379113903,0.8051734709983529
1.95,0.250861581243314,1.068337229928637
2.0,0.6815102898698867,0.8988056959829397
2.05,-0.16516971027648836,0.37947430891930645
2.1,0.18983086044078784,-0.2882717574164308
2.15,-0.2327453842850542,-0.855120482879154
2.2,-1.4002804611317914,-1.1039529357533393
2.25,-1.528135863560666,-0.9331698224157775
2.3,-0.8175022096859365,-0.4118986128287635
2.35,1.2396784288311626,0.23832757726246892
2.4,0.9999216274261682,0.7442316283456
2.45,0.3312388556100751,0.9107246573172846
2.5,0.9190260332588208,0.7040789889534379
2.55,0.017267613074839497,0.2501638803689757
2.6,-0.18742977134646577,-0.2347183814971865
2.65,0.4042163004680483,-0.5377936214222567
2.7,-1.1387320871211193,-0.5339268169047588
2.75,-0.5877118933486954,-0.2374067843114977
2.8,0.6985294354698846,0.1985179352525311
2.85,0.44745172051230686,0.5454323740807159
2.9,0.5067782916268126,0.6088550469694023
2.95,0.16185011537027444,0.3319879939611936
3.0,-0.20031617412260172,-0.1632932513414549
3.05,-0.38904046972270945,-0.6279133687874918
3.1,-0.8572672780275294,-0.8117608309975
3.15,-1.2955800036482525,-0.6020334193677641
3.2,0.07252929216271387,-0.09392221503716594
3.25,0.08325085690557385,0.4560544743044787
3.3,1.5582561383413776,0.7725447841409859
3.35,0.4809511465275613,0.7116289565332973
3.4,0.061888848718387984,0.32447815003117897
3.45,-0.5252828111543746,-0.1953643926953801
3.5,-0.4451192371728993,-0.6283822944829642
3.55,-0.47391736613906543,-0.8256242203885134
3.6,-0.2581115837812385,-0.7403627629715244
3.65,-0.9990067406900237,-0.4102475500342927
3.7,0.5490395541092554,0.06997573052620525
3.75,0.49964348763367994,0.5658515196413998
3.8,1.4772140749210452,0.9219092778158902
3.85,0.9148468611256161,0.9997657684944902
3.9,0.8879060629213993,0.7355947693280878
3.95,-0.0007267455359482727,0.19248671985659868
4.0,-0.033644354597706136,-0.4303235106337381
4.05,0.37940834308436616,-0.8610451193895047
4.1,-2.2910084022978947,-0.8847944043081394
4.15,-0.44447691581914595,-0.4774318998647093
4.2,0.24694200634444377,0.14899201763378012
4.25,1.166147291528261,0.6436966266181949
4.3,0.6135443731062186,0.7143529858648758
4.35,-0.18828481607809533,0.30220769039455625
4.4,-1.144044306852968,-0.37594101002552327
4.45,-0.29141567980475586,-0.9421825936730774
4.5,-1.1910047988026073,-1.0596166006921355
4.55,-1.5943719259852063,-0.6133118523838981
4.6,-0.16211890314138017,0.2215757577914745
4.65,1.5829007193280877,1.0597181262809297
4.7,1.2567508791302835,1.4940496099708462
4.75,0.09641080920190385,1.2956225639387395
4.8,0.39258069179709987,0.5248822002124615
4.85,0.23049749884902576,-0.49483864545138495
4.9,-1.855806033190205,-1.3247497823393486
4.95,-2.4838039758325774,-1.611065400769749
5.0,-0.6678786226189362,-1.2448073915240345
5.05,-1.400883964787169,-0.4012861027106431
5.1,1.469335550088277,0.5578228157029103
5.15,1.526893700066015,1.2575255448298492
5.2,1.1719103688418635,1.4587543951896058
5.25,0.3547732237432867,1.120248622889892
5.3,0.7431877025702964,0.3808332757533367
5.35,-0.44875224242694567,-0.4928968480368701
5.4,0.4146749781965202,-1.1737271788599482
5.45,-1.3306651001727963,-1.3739500511707254
5.5,-2.8485348921127627,-0.9783232655360197
5.55,0.9566718869497874,-0.14173986478151376
5.6,1.5175589942398486,0.7449634907099228
5.65,1.438221259711401,1.2428214352758757
5.7,1.5812155107489076,1.1050421969534212
5.75,-0.5300086822013794,0.4167402876779829
5.8,0.3174126691004051,-0.4527588686551772
5.85,-0.31289327775222586,-1.0515585827791776
5.9,-1.308268191194429,-1.0835853840275722
5.95,-0.8438556697192554,-0.5569193001666087
6.0,0.27700055888477176,0.2330039721952133
6.05,1.868523174622582,0.8731726147636599
6.1,1.1050002142401856,1.0574627311652984
6.15,0.22433965931456945,0.735663822084812
6.2,0.07379347186718907,0.109918554251507
6.25,-0.16333373093985754,-0.4984808173859301
6.3,-0.5670165359502685,-0.8195184056315175
6.35,-0.7289092852656599,-0.7513072069227325
6.4,-0.31967346618584597,-0.3809710461394653
6.45,-0.47939517107024887,0.08228363334127245
6.5,0.5639448498775795,0.4209713015054402
6.55,1.7085349298406924,0.5127665094849467
6.6,-0.072601860109872,0.37051842332191043
6.65,-0.3769370274011144,0.10200744216783554
6.7,-0.5335598443168728,-0.17099942191054743
6.75,0.2961904599209892,-0.36701154928675933
6.8,0.790630910324348,-0.44160748899713836
6.85,-1.605876725610025,-0.36178463154180074
6.9,0.2021802548431289,-0.1119567742391953
6.95,0.07729468965840451,0.2635569977508478
7.0,1.317562116617374,0.6328386048767983
7.05,0.8135793589290171,0.8127764558532556
7.1,0.36715677849641903,0.6645170522866772
7.15,0.3073405242676524,0.19097722104237244
7.2,0.21099243045575666,-0.4309825275059806
7.25,-0.764378014420199,-0.9181766626612785
7.3,-1.6319791919113855,-1.0243778968597903
7.35,-0.6802358892536349,-0.6803655878541117
7.4,0.017761549528445636,-0.041262948239192423
7.45,1.9797411144589037,0.5932046314711478
7.5,0.21762049161854985,0.9344244133678342
7.55,0.3393019776806008,0.8413256138030727
7.6,0.3199529883347531,0.3718590196871902
7.65,0.6151282893835629,-0.2549063346447246
7.7,-0.6112419501571356,-0.7558476597338414
7.75,-0.7771644748101803,-0.9054449242515746
7.8,-1.8297770893077336,-0.6402630882449644
7.85,0.15321293472476405,-0.09311346979577788
7.9,1.7281133591451094,0.4744415510472392
7.95,0.6708690879271805,0.8084596081812273
8.0,0.23233645617049914,0.7834363337903968
8.05,-0.026822248599750298,0.4409634643877202
8.1,0.4723498030373385,-0.052495744361068145
8.15,-0.502754242013398,-0.4827891745373835
8.2,0.26110034861801934,-0.6652539651485552
8.25,-1.5705724049488077,-0.5134809292282165
8.3,-0.4209150507191902,-0.08784918288555878
8.35,0.9712213547764224,0.4090662128801971
8.4,0.8365356547018454,0.7142726390231804
8.45,0.5332753353668165,0.6370617158806618
8.5,-0.3014814333369388,0.1701432459073971
8.55,-0.1898209370817636,-0.48895485561622976
8.6,-0.9057419620901495,-1.0237690463621303
8.65,-1.432101615676737,-1.1513069909971239
8.7,-0.7600091339173168,-0.7653681019594798
8.75,-0.7681456114931827,0.0029521601807844067
8.8,1.8055946908457463,0.8407073212734606
8.85,1.5592144230679374,1.3949566124418202
8.9,0.5624881487336604,1.426159709099711
8.95,0.5928448207953156,0.9033913189603955
9.0,-0.028643702111285016,0.015175483685255547
9.05,-0.415145418603647,-0.8946188264212903
9.1,-1.2941504345292347,-1.449198091009115
9.15,-1.7729566573784803,-1.3956935036139098
9.2,-2.092179309066973,-0.7401810635390221
9.25,1.0116028756674291,0.22242110896228084
9.3,1.1021012040887022,1.0329059539382868
9.35,0.7147699127700009,1.300016613654187
9.4,0.9253266591336455,0.909881500543096
9.45,-0.09669633992222688,0.08626987569428297
9.5,-1.577748226769208,-0.7335854221171514
9.55,-0.7074347925560894,-1.1328673596371222
9.6,-1.301370307833473,-0.926439518295696
9.65,-0.9448564157496102,-0.23949727755207004
9.7,0.18841609588977376,0.5765311243925201
9.75,2.1980791122205803,1.1323400712374334
9.8,0.07607225702111625,1.1849675092382113
9.85,0.143928109694682,0.726128460000606
9.9,-0.48422928574298224,-0.0465730340614732
9.95,-0.7353695430722201,-0.8294468298774536
10.0,-1.1943973901433198,-1.324886019424558
10.05,-1.0061890306952508,-1.3380945527291022
10.1,-2.710138923631493,-0.8497162666814296
10.15,0.1578813517204319,-0.040512045724192314
10.2,0.9101866792995316,0.7662598688768416
10.25,1.536635105117566,1.2422973399653319
10.3,0.5378546714423281,1.2067506554062126
10.35,0.12324585007655248,0.7072666720827557
10.4,-0.17088751771473662,-0.011971254822933033
10.45,-0.2718510496056983,-0.6290759960856304
10.5,-0.8950583169912391,-0.8874935721489003
10.55,-1.7202833973345468,-0.7027988814799468
10.6,-0.3179766445976376,-0.19203852185865491
10.65,0.7571437592079657,0.3871804118769327
10.7,0.8229321943395785,0.7600677294035283
10.75,0.005758706240671617,0.7583375041250565
10.8,0.30496039714835926,0.38501774640588393
10.85,-0.37962267760276,-0.19907337235674458
10.9,-0.6588527369551526,-0.7470608722173465
10.95,-0.8177021360005224,-1.0230575697957662
11.0,-1.1196839709797841,-0.8954587680969286
11.05,-1.1798836369490546,-0.39739900604072925
11.1,0.7982750327784311,0.27563484766730095
11.15,1.0723040550309069,0.8425477821474235
11.2,1.0910936344694604,1.0595476268222526
11.25,-0.015104698128914934,0.8303263000078382
11.3,0.944685376630439,0.2508337014651135
11.35,-0.5927385793043948,-0.4295154198481517
11.4,-0.44393760581749736,-0.9133601062095436
11.45,-1.0736652866092116,-0.9864643221724696
11.5,-1.3628707154332933,-0.6176084831052963
11.55,0.1171490845882815,0.025860017677803396
11.6,2.0974916782263304,0.6613049028452657
11.65,0.2712104232812904,1.027235187993735
11.7,0.6916400972119798,0.9944922585624006
11.75,0.6078401044878685,0.6008976688815125
11.8,-0.10690393383144464,0.015045074166726506
11.85,0.23790462554491543,-0.5353372283616611
11.9,-0.7546407367266433,-0.8448262851077365
11.95,-1.8048826801542268,-0.8079865227296247
12.0,-0.21861036614729712,-0.4690289490831901
12.05,0.297527564671082,-0.008921266419619558
12.1,0.32557140449962957,0.34000096808445773
12.15,0.6627606436070834,0.41214356176285727
12.2,-0.08024590395080425,0.19229973581846055
12.25,-0.6583129717957598,-0.1804071038529542
12.3,0.048378994510147946,-0.48459311121557386
12.35,0.3709456558596408,-0.5254564761732964
12.4,-0.8810711257127911,-0.233298158114911
12.45,-0.6272099002485035,0.2899316311171495
12.5,2.281303136747684,0.8055336389078745
12.55,1.128293731617996,1.0506324103581064
12.6,0.5619489183045265,0.8749366894739812
12.65,0.00028721718083345865,0.3243734064610488
12.7,0.5322948874997719,-0.3756304410875148
12.75,-1.115925153061965,-0.9263870884456167
12.8,-1.012201028866743,-1.0971953103587109
12.85,-0.7106862170815942,-0.8330769625977553
12.9,-1.0593566933141336,-0.2750202856114485
12.95,1.291864999043995,0.3187205056953452
13.0,0.7948704389698533,0.7051897448296263
13.05,0.721395899776781,0.7645411802738301
13.1,-0.13172679007919033,0.5262156061161791
13.15,0.23844331301077182,0.12016558272875617
13.2,-0.6534479308729917,-0.2922915054882375
